id,tier,tags,prompt,required_labels,n_properties,property_types
tpl-t2-pb-EF-M-L-l6,2,templated|segment|perpendicular-bisector,Sketch a segment EF of length 6 and its perpendicular bisector. The bisector passes through the midpoint M of EF and another point L on the bisector line. Mark the right angle at M.,E|F|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-pb-EF-M-L-l8,2,templated|segment|perpendicular-bisector,Construct a segment EF of length 8 and its perpendicular bisector. The bisector passes through the midpoint M of EF and another point L on the bisector line. Mark the right angle at M.,E|F|M|L,3,midpoint|perpendicular|mark_present
tpl-t2-cc-ABC-O-60-70,2,templated|triangle|circle|circumcircle,"Draw a triangle ABC with angle B = 60° and angle C = 70°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",A|B|C|O,2,point_on_circle|point_on_circle
tpl-t2-cc-ABC-O-50-80,2,templated|triangle|circle|circumcircle,"Sketch a triangle ABC with angle B = 50° and angle C = 80°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",A|B|C|O,2,point_on_circle|point_on_circle
tpl-t2-cc-ABC-O-55-65,2,templated|triangle|circle|circumcircle,"Construct a triangle ABC with angle B = 55° and angle C = 65°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",A|B|C|O,2,point_on_circle|point_on_circle
tpl-t2-cc-DEF-O-60-70,2,templated|triangle|circle|circumcircle,"Make a diagram of a triangle DEF with angle E = 60° and angle F = 70°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",D|E|F|O,2,point_on_circle|point_on_circle
tpl-t2-cc-DEF-O-50-80,2,templated|triangle|circle|circumcircle,"Show a triangle DEF with angle E = 50° and angle F = 80°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",D|E|F|O,2,point_on_circle|point_on_circle
tpl-t2-cc-DEF-O-55-65,2,templated|triangle|circle|circumcircle,"Create a diagram showing a triangle DEF with angle E = 55° and angle F = 65°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",D|E|F|O,2,point_on_circle|point_on_circle
tpl-t2-cc-JKL-O-60-70,2,templated|triangle|circle|circumcircle,"I need a drawing of a triangle JKL with angle K = 60° and angle L = 70°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",J|K|L|O,2,point_on_circle|point_on_circle
tpl-t2-cc-JKL-O-50-80,2,templated|triangle|circle|circumcircle,"Draw a triangle JKL with angle K = 50° and angle L = 80°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",J|K|L|O,2,point_on_circle|point_on_circle
tpl-t2-cc-JKL-O-55-65,2,templated|triangle|circle|circumcircle,"Sketch a triangle JKL with angle K = 55° and angle L = 65°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",J|K|L|O,2,point_on_circle|point_on_circle
tpl-t2-cc-MNO-U-60-70,2,templated|triangle|circle|circumcircle,"Construct a triangle MNO with angle N = 60° and angle O = 70°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter U and all three vertices.",M|N|O|U,2,point_on_circle|point_on_circle
tpl-t2-cc-MNO-U-50-80,2,templated|triangle|circle|circumcircle,"Make a diagram of a triangle MNO with angle N = 50° and angle O = 80°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter U and all three vertices.",M|N|O|U,2,point_on_circle|point_on_circle
tpl-t2-cc-MNO-U-55-65,2,templated|triangle|circle|circumcircle,"Show a triangle MNO with angle N = 55° and angle O = 65°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter U and all three vertices.",M|N|O|U,2,point_on_circle|point_on_circle
tpl-t2-cc-PQR-O-60-70,2,templated|triangle|circle|circumcircle,"Create a diagram showing a triangle PQR with angle Q = 60° and angle R = 70°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",P|Q|R|O,2,point_on_circle|point_on_circle
tpl-t2-cc-PQR-O-50-80,2,templated|triangle|circle|circumcircle,"I need a drawing of a triangle PQR with angle Q = 50° and angle R = 80°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",P|Q|R|O,2,point_on_circle|point_on_circle
tpl-t2-cc-PQR-O-55-65,2,templated|triangle|circle|circumcircle,"Draw a triangle PQR with angle Q = 55° and angle R = 65°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",P|Q|R|O,2,point_on_circle|point_on_circle
tpl-t2-cc-STU-O-60-70,2,templated|triangle|circle|circumcircle,"Sketch a triangle STU with angle T = 60° and angle U = 70°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",S|T|U|O,2,point_on_circle|point_on_circle
tpl-t2-cc-STU-O-50-80,2,templated|triangle|circle|circumcircle,"Construct a triangle STU with angle T = 50° and angle U = 80°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",S|T|U|O,2,point_on_circle|point_on_circle
tpl-t2-cc-STU-O-55-65,2,templated|triangle|circle|circumcircle,"Make a diagram of a triangle STU with angle T = 55° and angle U = 65°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",S|T|U|O,2,point_on_circle|point_on_circle
tpl-t2-cc-XYZ-O-60-70,2,templated|triangle|circle|circumcircle,"Show a triangle XYZ with angle Y = 60° and angle Z = 70°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",X|Y|Z|O,2,point_on_circle|point_on_circle
tpl-t2-cc-XYZ-O-50-80,2,templated|triangle|circle|circumcircle,"Create a diagram showing a triangle XYZ with angle Y = 50° and angle Z = 80°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",X|Y|Z|O,2,point_on_circle|point_on_circle
tpl-t2-cc-XYZ-O-55-65,2,templated|triangle|circle|circumcircle,"I need a drawing of a triangle XYZ with angle Y = 55° and angle Z = 65°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",X|Y|Z|O,2,point_on_circle|point_on_circle
tpl-t2-cc-EFG-O-60-70,2,templated|triangle|circle|circumcircle,"Draw a triangle EFG with angle F = 60° and angle G = 70°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",E|F|G|O,2,point_on_circle|point_on_circle
tpl-t2-cc-EFG-O-50-80,2,templated|triangle|circle|circumcircle,"Sketch a triangle EFG with angle F = 50° and angle G = 80°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",E|F|G|O,2,point_on_circle|point_on_circle
tpl-t2-cc-EFG-O-55-65,2,templated|triangle|circle|circumcircle,"Construct a triangle EFG with angle F = 55° and angle G = 65°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",E|F|G|O,2,point_on_circle|point_on_circle
tpl-t2-cc-RST-O-60-70,2,templated|triangle|circle|circumcircle,"Make a diagram of a triangle RST with angle S = 60° and angle T = 70°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",R|S|T|O,2,point_on_circle|point_on_circle
tpl-t2-cc-RST-O-50-80,2,templated|triangle|circle|circumcircle,"Show a triangle RST with angle S = 50° and angle T = 80°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",R|S|T|O,2,point_on_circle|point_on_circle
tpl-t2-cc-RST-O-55-65,2,templated|triangle|circle|circumcircle,"Create a diagram showing a triangle RST with angle S = 55° and angle T = 65°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",R|S|T|O,2,point_on_circle|point_on_circle
tpl-t2-cc-UVW-O-60-70,2,templated|triangle|circle|circumcircle,"I need a drawing of a triangle UVW with angle V = 60° and angle W = 70°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",U|V|W|O,2,point_on_circle|point_on_circle
tpl-t2-cc-UVW-O-50-80,2,templated|triangle|circle|circumcircle,"Draw a triangle UVW with angle V = 50° and angle W = 80°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",U|V|W|O,2,point_on_circle|point_on_circle
tpl-t2-cc-UVW-O-55-65,2,templated|triangle|circle|circumcircle,"Sketch a triangle UVW with angle V = 55° and angle W = 65°, together with its circumscribed circle (passing through all three vertices). Label the circumcenter O and all three vertices.",U|V|W|O,2,point_on_circle|point_on_circle
tpl-t2-ic-ABC-I-60-70,2,templated|triangle|circle|incircle,"Draw a triangle ABC with angle B = 60° and angle C = 70°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",A|B|C|I,1,equidistant_from_sides
tpl-t2-ic-ABC-I-50-80,2,templated|triangle|circle|incircle,"Sketch a triangle ABC with angle B = 50° and angle C = 80°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",A|B|C|I,1,equidistant_from_sides
tpl-t2-ic-ABC-I-55-65,2,templated|triangle|circle|incircle,"Construct a triangle ABC with angle B = 55° and angle C = 65°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",A|B|C|I,1,equidistant_from_sides
tpl-t2-ic-DEF-I-60-70,2,templated|triangle|circle|incircle,"Make a diagram of a triangle DEF with angle E = 60° and angle F = 70°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",D|E|F|I,1,equidistant_from_sides
tpl-t2-ic-DEF-I-50-80,2,templated|triangle|circle|incircle,"Show a triangle DEF with angle E = 50° and angle F = 80°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",D|E|F|I,1,equidistant_from_sides
tpl-t2-ic-DEF-I-55-65,2,templated|triangle|circle|incircle,"Create a diagram showing a triangle DEF with angle E = 55° and angle F = 65°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",D|E|F|I,1,equidistant_from_sides
tpl-t2-ic-JKL-I-60-70,2,templated|triangle|circle|incircle,"I need a drawing of a triangle JKL with angle K = 60° and angle L = 70°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",J|K|L|I,1,equidistant_from_sides
tpl-t2-ic-JKL-I-50-80,2,templated|triangle|circle|incircle,"Draw a triangle JKL with angle K = 50° and angle L = 80°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",J|K|L|I,1,equidistant_from_sides
tpl-t2-ic-JKL-I-55-65,2,templated|triangle|circle|incircle,"Sketch a triangle JKL with angle K = 55° and angle L = 65°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",J|K|L|I,1,equidistant_from_sides
tpl-t2-ic-MNO-I-60-70,2,templated|triangle|circle|incircle,"Construct a triangle MNO with angle N = 60° and angle O = 70°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",M|N|O|I,1,equidistant_from_sides
tpl-t2-ic-MNO-I-50-80,2,templated|triangle|circle|incircle,"Make a diagram of a triangle MNO with angle N = 50° and angle O = 80°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",M|N|O|I,1,equidistant_from_sides
tpl-t2-ic-MNO-I-55-65,2,templated|triangle|circle|incircle,"Show a triangle MNO with angle N = 55° and angle O = 65°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",M|N|O|I,1,equidistant_from_sides
tpl-t2-ic-PQR-I-60-70,2,templated|triangle|circle|incircle,"Create a diagram showing a triangle PQR with angle Q = 60° and angle R = 70°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",P|Q|R|I,1,equidistant_from_sides
tpl-t2-ic-PQR-I-50-80,2,templated|triangle|circle|incircle,"I need a drawing of a triangle PQR with angle Q = 50° and angle R = 80°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",P|Q|R|I,1,equidistant_from_sides
tpl-t2-ic-PQR-I-55-65,2,templated|triangle|circle|incircle,"Draw a triangle PQR with angle Q = 55° and angle R = 65°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",P|Q|R|I,1,equidistant_from_sides
tpl-t2-ic-STU-I-60-70,2,templated|triangle|circle|incircle,"Sketch a triangle STU with angle T = 60° and angle U = 70°, together with its inscribed circle (the largest circle that fits inside). Label the incenter I and all three vertices.",S|T|U|I,1,equidistant_from_sides
